# ----------------------------------------
# Demographic details: Country
# Account: Tresor Tech Store
# Property: Flix
# ----------------------------------------
# 
# All Users
# Start date: 20260902
# End date: 20260903
Country,Date,Active users,New users,Engaged sessions,Engagement rate,Engaged sessions per active user,Average engagement time per active user,Event count,Key events,User key event rate,Total revenue
South Africa,20260903,987,184,1285,0.6620298815043791,1.3019250253292807,172.9402228976697,31418,4952,0.9918946301925026,46.91096
Tunisia,20260903,970,443,1205,0.6762065095398428,1.2422680412371134,143.83505154639175,49592,6932,0.9989690721649485,10.03711
Sudan,20260903,968,200,1179,0.657190635451505,1.2179752066115703,124.39256198347107,32012,4775,0.9958677685950413,6.886547
Tunisia,20260902,911,379,1082,0.6287042417199302,1.1877058177826565,144.04061470911086,42672,6557,1,27.809464
Iraq,20260903,905,494,1006,0.676985195154778,1.1116022099447513,195.6121546961326,49655,7164,1,66.843108
Ukraine,20260903,901,399,1071,0.6270491803278688,1.1886792452830188,177.5149833518313,42209,7512,0.9955604883462819,95.690273
Iraq,20260902,899,508,1033,0.6690414507772021,1.1490545050055618,165.3281423804227,47640,7123,0.9988876529477196,29.654348
Congo - Kinshasa,20260902,893,239,1085,0.7218895542248835,1.2150055991041433,90.62038073908175,28025,3636,0.9977603583426652,11.458983
Congo - Kinshasa,20260903,855,260,1080,0.7224080267558528,1.263157894736842,92.1766081871345,27158,3685,0.9988304093567252,9.134514
Ukraine,20260902,847,350,1075,0.6132344552196235,1.269185360094451,163.08854781582053,39327,6793,0.9964580873671782,95.068523
Jordan,20260902,820,321,1049,0.6531755915317559,1.2792682926829269,162.3719512195122,36665,5851,0.9926829268292683,13.30482
Germany,20260903,786,282,966,0.6431424766977364,1.2290076335877862,155.27480916030535,34594,6010,0.9732824427480916,203.897711
Germany,20260902,763,240,860,0.577568838146407,1.127129750982962,146.94888597640892,31159,5261,0.9777195281782438,80.98793
Zambia,20260902,665,148,799,0.7224231464737794,1.2015037593984963,111.4015037593985,20582,2698,0.9969924812030075,6.746556
Indonesia,20260902,639,213,749,0.6129296235679215,1.1721439749608764,162.74647887323943,23589,3521,0.9859154929577465,50.629301
Indonesia,20260903,624,248,734,0.6162888329135181,1.1762820512820513,125.41826923076923,25104,3998,0.9919871794871795,22.13915
